Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
126,Sampling Ex-Post Group-Fair Rankings,Indian Institute of Science Bangalore,Microsoft Research (India),Indian Institute of Science Bangalore,,,,,,,,,,,,,,,2.0,1.0
127,Label Enhancement via Joint Implicit Representation Clustering,Nanjing University of Science and Technology,Nanjing University of Aeronautics and Astronautics,Nanjing University of Science and Technology,,,,,,,,,,,,,,,3.0,0.0
128,Doubly Stochastic Graph-based Non-autoregressive Reaction Prediction,Chinese University of Hong Kong, Tencent AI La, Tencent AI La,Chinese University of Hong Kong,,,,,,,,,,,,,,2.0,0.0
129,HOUDINI: Escaping from Moderately Constrained Saddles,Indiana University,George Mason University,,,,,,,,,,,,,,,,2.0,0.0
130,Graph Propagation Transformer for Graph Representation Learning,Nanjing University,Suzhou Nonferrous Metals Research Institute,Nanjing University,Nanjing University,Nanjing University,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,,,,,,,,,,8.0,0.0
131,Unsupervised and Few-Shot Parsing from Pretrained Language Models (Extended Abstract) *,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,2.0,0.0
132,Gradient-Based Mixed Planning with Symbolic and Numeric Action Parameters (Extended Abstract) *,Sun Yat-sen University,Sun Yat-sen University,Guangdong Polytechnic Normal University,Sun Yat-sen University,Arizona State University,,,,,,,,,,,,,5.0,0.0
133,Stochastic Population Update Can Provably Be Helpful in Multi-Objective Evolutionary Algorithms,Nanjing University,Nanjing University,University of Birmingham,Nanjing University,,,,,,,,,,,,,,4.0,0.0
134,Online Task Assignment with Controllable Processing Time,University of Sydney,University of Sydney,University of Sydney,,,,,,,,,,,,,,,3.0,0.0
135,Towards Accurate Video Text Spotting with Text-wise Semantic Reasoning,Fudan University,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,4.0,0.0
136,Improved Algorithms for Allen's Interval Algebra by Dynamic Programming with Sublinear Partitioning,Linköping University,Linköping University,,,,,,,,,,,,,,,,2.0,0.0
137,Promoting Gender Equality through Gender-biased Language Analysis in Social Media,Indian Institute of Technology Patna,Indian Institute of Technology Patna,Indian Institute of Technology Patna,,,,,,,,,,,,,,,3.0,0.0
138,Deliberation as Evidence Disclosure: A Tale of Two Protocol Types,University of Amsterdam,University of Amsterdam,,,,,,,,,,,,,,,,2.0,0.0
139,Long-term Monitoring of Bird Flocks in the Wild,University of South Florida,Indian Institute of Technology Delhi,University of South Florida," Crane Conservationist, Khichan, Indi",,,,,,,,,,,,,,3.0,0.0
140,Interactive Machine Learning Solutions for Acoustic Monitoring of Animal Wildlife in Biosphere Reserves,German Research Centre for Artificial Intelligence,Carl von Ossietzky University of Oldenburg,German Research Centre for Artificial Intelligence,Carl von Ossietzky University of Oldenburg,German Research Centre for Artificial Intelligence,Carl von Ossietzky University of Oldenburg,German Research Centre for Artificial Intelligence,Instituto Chico Mendes de Conservação da Biodiversidade,Instituto Chico Mendes de Conservação da Biodiversidade,Universidade Federal de Minas Gerais,University of Coimbra,Instituto Politécnico de Leiria,University of Venda," Kruger to Canyons Biosphere Region NPC, South Afric"," South African Environmental Observation Network (SAEON), Kruger National Park, South Afric",German Research Centre for Artificial Intelligence,Carl von Ossietzky University of Oldenburg,11.0,1.0
141,One Model for All Domains: Collaborative Domain-Prefix Tuning for Cross-Domain NER,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University," DAMO Academy, Alibaba Grou"," DAMO Academy, Alibaba Grou"," DAMO Academy, Alibaba Grou",Zhejiang University, Donghai Laborator,,,,,,,,,5.0,3.0
142,Convergence of Multi-Issue Iterative Voting under Uncertainty,Rensselaer Polytechnic Institute,Technion – Israel Institute of Technology,IBM Research - Thomas J. Watson Research Center,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,4.0,0.0
143,Fairly Allocating Goods and (Terrible) Chores,Pennsylvania State University,Pennsylvania State University,Pennsylvania State University,,,,,,,,,,,,,,,3.0,0.0
144,Appearance Prompt Vision Transformer for Connectome Reconstruction,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Inception Institute of Artificial Intelligence, Deep Space Exploration La,University of Science and Technology of China,Inception Institute of Artificial Intelligence,University of Science and Technology of China,Inception Institute of Artificial Intelligence,,,,,,,7.0,0.0
145,Human-Centred Multimodal Deep Learning Models for Chest X-Ray Diagnosis,Queensland University of Technology,Queensland University of Technology,,,,,,,,,,,,,,,,2.0,0.0
146,The Importance of Human-Labeled Data in the Era of LLMs,"University of California, Santa Cruz",,,,,,,,,,,,,,,,,1.0,0.0
147,Customized Positional Encoding to Combine Static and Time-varying Data in Robust Representation Learning for Crop Yield Prediction," Computer Science and Engineering Department, University of Connecticu"," Computer Science and Engineering Department, University of Connecticu",Columbia University,Addis Ababa University," Civil and Environmental Engineering Department, University of Connecticu"," Computer Science and Engineering Department, University of Connecticu",,,,,,,,,,,,2.0,0.0
148,Find Rhinos without Finding Rhinos: Active Learning with Multimodal Imagery of South African Rhino Habitats,Harvard University, Masssachusetts Institute of Technolog,Harvard University, Masssachusetts Institute of Technolog,Harvard University,Harvard University,Harvard University,Harvard University,Harvard University,,,,,,,,,9.0,0.0
149,KMF: Knowledge-Aware Multi-Faceted Representation Learning for Zero-Shot Node Classification,University of Science and Technology of China," State Key Laboratory of Cognitive Intelligence, China ",Fudan University,Tianjin University,University of Science and Technology of China," State Key Laboratory of Cognitive Intelligence, China ",University of Science and Technology of China," State Key Laboratory of Cognitive Intelligence, China ", Meituan-Dianping Grou,University of Science and Technology of China," State Key Laboratory of Cognitive Intelligence, China ",,,,,,,6.0,1.0
150,Fair and Efficient Allocation of Indivisible Chores with Surplus,Max Planck Institute for Informatics,Saarland University,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,Max Planck Institute for Informatics,University of Illinois Urbana-Champaign,,,,,,,,,,,,6.0,0.0
151,Specifying and Testing k-Safety Properties for Machine-Learning Models,Max Planck Institute for Software Systems,Saarland University,German Research Centre for Artificial Intelligence,Max Planck Institute for Software Systems,ConsenSys (United States),,,,,,,,,,,,,4.0,0.0
152,A Systematic Survey of Chemical Pre-trained Models,Westlake University,"University of California, Los Angeles",Cornell University,Westlake University,,,,,,,,,,,,,,4.0,0.0
153,Core Challenges in Embodied Vision-Language Planning (Extended Abstract) *,Stellenbosch University,Carnegie Mellon University,Komatsu College,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,7.0,0.0
154,A Large-scale Film Style Dataset for Learning Multi-frequency Driven Film Enhancement,University of Macau,Shenzhen Institutes of Advanced Technology,University of Macau,,,,,,,,,,,,,,,3.0,0.0
155,Efficient Computation of General Modules for ALC Ontologies,University of Paris-Saclay,University of Paris-Saclay,Vrije Universiteit Amsterdam,University of Paris-Saclay,,,,,,,,,,,,,,4.0,0.0
156,Disentanglement of Latent Representations via Causal Interventions,University of Auckland,University of Auckland,University of Auckland,,,,,,,,,,,,,,,3.0,0.0
157,Exploring Multilingual Intent Dynamics and Applications,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,,,1.0,0.0
158,Group Sparse Optimal Transport for Sparse Process Flexibility Design,Beijing Institute of Technology,Beijing Institute of Technology,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,,,,,,,,,,,,,,3.0,0.0
159,A Unification Framework for Euclidean and Hyperbolic Graph Neural Networks,Virginia Tech,Virginia Tech,Pacific Northwest National Laboratory,Pacific Northwest National Laboratory,Virginia Tech,,,,,,,,,,,,,5.0,0.0
160,DiffAR: Adaptive Conditional Diffusion Model for Temporal-augmented Human Activity Recognition,Imperial College London,Imperial College London,Imperial College London,,,,,,,,,,,,,,,3.0,0.0
161,Non-Obvious Manipulability in Extensive-Form Mechanisms: The Revelation Principle for Single-Parameter Agents,,,,,,,,,,,,,,,,,,0.0,0.0
162,The #DNN-Verification Problem: Counting Unsafe Inputs for Deep Neural Networks,University of Verona,University of Verona,University of Verona,University of Verona,,,,,,,,,,,,,,4.0,0.0
163,Asynchronous Communication Aware Multi-Agent Task Allocation,Ben-Gurion University of the Negev,Holon Institute of Technology,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,3.0,0.0
164,A Noisy-Label-Learning Formulation for Immune Repertoire Classification and Disease-Associated Immune Receptor Sequence Identification,Nanjing University, Tencent AI La,Beijing Institute of Genomics, National Center for Bioinformatio,University of Chinese Academy of Sciences, Tencent AI La, Tencent AI La,,,,,,,,,,,5.0,0.0
165,Relation-enhanced DETR for Component Detection in Graphic Design Reverse Engineering,Chinese University of Hong Kong,Microsoft Research (United Kingdom),Harbin Institute of Technology,Microsoft Research (United Kingdom),Microsoft Research Asia (China),,,,,,,,,,,,,2.0,3.0
166,Boosting Decision-Based Black-Box Adversarial Attack with Gradient Priors,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Hong Kong Polytechnic University,Pennsylvania State University," Shenzhen MSU-BIT University, Shenzhen, Chin",Zhejiang Lab,Dalian University of Technology,Dalian University of Technology,,,,,,,,,9.0,0.0
167,Image Composition with Depth Registration,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Chinese Academy of Sciences,,,,,,,,,,,,6.0,0.0
168,Learning to Design Fair and Private Voting Rules (Extended Abstract) *,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,IBM Research - China,IBM Research - China,Rensselaer Polytechnic Institute,,,,,,,,,,,,,5.0,0.0
169,Q-Learning-Based Model Predictive Variable Impedance Control for Physical Human-Robot Collaboration (Extended Abstract) *,Dalle Molle Institute for Artificial Intelligence Research,Politecnico di Milano,Dalle Molle Institute for Artificial Intelligence Research,Politecnico di Milano,Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,,,,,,5.0,0.0
170,Ensemble Reinforcement Learning in Continuous Spaces -A Hierarchical Multi-Step Approach for Policy Training,Victoria University of Wellington,National Institute of Water and Atmospheric Research,,,,,,,,,,,,,,,,2.0,0.0
171,Scaling Goal-based Exploration via Pruning Proto-goals,Brown University,DeepMind (United Kingdom),,,,,,,,,,,,,,,,1.0,1.0
172,Efficient NLP Model Finetuning via Multistage Data Filtering,University of Virginia,University of Virginia,University of Virginia,University of Virginia,University of Virginia,,,,,,,,,,,,,5.0,0.0
173,HyperFed: Hyperbolic Prototypes Exploration with Consistent Aggregation for Non-IID Data in Federated Learning,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Fuzhou University," OPPO Research Institute, Shenzhen, Chin"," OPPO Research Institute, Shenzhen, Chin",,,,,,,,,,6.0,2.0
