Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,num_academia,num_company
415,Lifting Techniques for Sequential Decision Making and Probabilistic Inference (Extended Abstract),Indian Institute of Technology Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
416,Extractive and Abstractive Event Summarization over Streaming Web Text,Columbia University,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
417,Dynamic Auctions with Bank Accounts ⇤,"Google Research, NY, US","Google Research, NY, US",Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
418,Preserving Privacy in Region Optimal DCOP Algorithms,The Open University,Ben-Gurion University of the Negev,Ariel University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
419,Highly Accurate Gaze Estimation Using a Consumer RGB-D Sensor,Université Laval,University of St Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
420,Abstraction Heuristics for Symbolic Bidirectional Search,Saarland University,Carlos III University of Madrid,Carlos III University of Madrid,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
421,Large Scale Sparse Clustering,Renmin University of China,Renmin University of China,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
422,Multi-Modal Bayesian Embeddings for Learning Social Knowledge Graphs,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
423,Bayesian Reinforcement Learning with Behavioral Feedback,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
424,Learning Unified Features from Natural and Programming Languages for Locating Buggy Source Code ⇤,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
425,Nash Equilibria and Their Elimination in Resource Games,Paris-Est Créteil University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
426,A Decision Procedure for (Co)datatypes in SMT Solvers ⇤,University of Iowa,Inria Nancy - Grand-Est research centre,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
427,"Observability, Identifiability and Sensitivity of Vision-Aided Inertial Navigation","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
428,Semantic Analysis of Crowded Scenes Based on Non-Parametric Tracklet Clustering,Egypt-Japan University of Science and Technology,Egypt-Japan University of Science and Technology,Alexandria University,Egypt-Japan University of Science and Technology,Alexandria University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
429,Fast Solving Maximum Weight Clique Problem in Massive Graphs,Chinese Academy of Sciences,Peking University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
430,Counting Linear Extensions of Sparse Posets ⇤,University of Helsinki,Helsinki Institute for Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
431,Visual Tracking with Reliable Memories,"Rutgers, The State University of New Jersey",University of North Carolina at Charlotte," Didi Research, Beijing, Chin","Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
432,Geometric Scene Parsing with Hierarchical LSTM,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,San Diego State University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
433,Optimal Interdiction of Illegal Network Flow,University of Sheffield,Northumbria University,Carnegie Mellon University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
434,Strategy Representation and Reasoning for Incomplete Information Concurrent Games in the Situation Calculus,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
435,Sampling-Based Belief Revision,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
436,Are Spiking Neural Networks Useful for Classifying and Early Recognition of Spatio-Temporal Patterns?,University of Nevada Reno,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
437,Integrating Social Network Structure into Online Feature Selection,Suzhou Nonferrous Metals Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
438,Scalable Greedy Algorithms For Task/Resource Constrained Multi-Agent Stochastic Planning,Singapore Management University,Singapore Management University,New Mexico State University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
439,A Relaxed Ranking-Based Factor Model for Recommender System from Implicit Feedback,University of North Carolina at Chapel Hill,Hefei University of Technology,Nanjing University of Finance and Economics,Hefei University of Technology,University of North Carolina at Chapel Hill,Xidian University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
440,Aligning Users Across Social Networks Using Network Embedding,Beijing Institute of Technology,Hong Kong Baptist University,Beijing Institute of Technology,Beijing Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
441,Recurrent Neural Network for Text Classification with Multi-Task Learning,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
442,Data-Based Promotion of Tourist Events with Minimal Operational Impact,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
443,KBQA: An Online Template Based Question Answering System over Freebase,Fudan University,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
444,Tree-State Based Rule Selection Models for Hierarchical Phrase-Based Machine Translation,Nanjing University,Nanjing University,Nanjing University,Xiamen University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
445,Match-SRNN: Modeling the Recursive Matching Structure with Spatial RNN,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
446,"An Intelligent System for Taxi Service Monitoring, Analytics and Visualization",Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,Nanyang Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
447,Randomized Social Choice Functions Under Metric Preferences,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
448,Group-Invariant Cross-Modal Subspace Learning,Institute of Automation,Institute of Automation,Institute of Automation,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,Institute of Automation,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,Institute of Automation,Institute of Automation,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,,,,11.0,0.0
449,On Ranking and Choice Models,Harvard University,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
450,MPMA: Mixture Probabilistic Matrix Approximation for Collaborative Filtering,Tongji University,IBM Research - China,University of Colorado Boulder,IBM Research - China,East China Normal University,IBM Research - China,Tongji University,University of Colorado Boulder,,,,,,,,,,,,,,,,,,,,8.0,0.0
451,Domain Adaptation for Learning from Label Proportions Using Self-Training,Illinois Institute of Technology,Illinois Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
452,Algorithmic Improvements in Approximate Counting for Probabilistic Inference: From Linear to Logarithmic SAT Calls ⇤,Indian Institute of Technology Bombay,Rice University,Rice University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
453,External Memory Bidirectional Search,University of Denver,University of Denver,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
454,Optimizing Simple Tabular Reduction with a Bitwise Representation ⇤,Jilin University," Key Laboratory of Symbol Computation and Knowledge Engineering, Education Ministry, Chin",National University of Singapore,National University of Singapore,Jilin University," Key Laboratory of Symbol Computation and Knowledge Engineering, Education Ministry, Chin",,,,,,,,,,,,,,,,,,,,,,4.0,0.0
455,Winning Agent from the 2016 Annual Computer Poker Competition,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
456,Goal Recognition Design with Stochastic Agent Action Outcomes,New Mexico State University,New Mexico State University,New Mexico State University,New Mexico State University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
457,3D Action Recognition Using Multi-temporal Depth Motion Maps and Fisher Vector,The University of Texas at Dallas,Peking University Shenzhen Hospital,Beihang University,Northumbria University,China University of Geosciences,Peking University Shenzhen Hospital,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
458,Learning Multi-Step Predictive State Representations,McGill University,Lancaster University,McGill University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
459,Distributed Breakout: Beyond Satisfaction,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
460,Distributed Decoupling Of Multiagent Simple Temporal Problems,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
461,Probabilistic Planning with Risk-Sensitive Criterion,New Mexico State University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
462,Self Monitoring Goal Driven Autonomy Agents,Lehigh University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
463,Question Answering via Integer Programming over Semi-Structured Knowledge,University of Illinois Urbana-Champaign,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
464,A Decision Procedure for a Fragment of Linear Time Mu-Calculus,"ICTT and ISN Laboratory, Xidian University Xi'an, 710071, P. R. China ya","ICTT and ISN Laboratory, Xidian University Xi'an, 710071, P. R. China ya","ICTT and ISN Laboratory, Xidian University Xi'an, 710071, P. R. China ya",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
465,Joint Feature Selection and Structure Preservation for Domain Adaptation,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
466,Natural Supervised Hashing,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
467,VIPR: An Interactive Tool for Meaningful Visualization of High-Dimensional Data,Carnegie Mellon University,Stanford University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
468,A Virtual Assistant to Help Dysphagia Patients Eat Safely at Home,SRI International,Brooklyn College,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
469,A Characterization of the Semantics of Logic Programs with Aggregates,Texas Tech University,Texas Tech University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
470,Distributed Autoepistemic Logic and Its Application to Access Control,KU Leuven,University of Luxembourg,Aalto University,KU Leuven,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
471,"Towards Understanding Natural Language: Semantic Parsing, Commonsense Knowledge Acquisition and Applications",Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
472,Automated Narrative Information Extraction Using Non-Linear Pipelines,Drexel University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
473,Informed Expectations to Guide GDA Agents in Partially Observable Environments,Lehigh University,Lehigh University,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
474,Predictive Collaborative Filtering with Side Information,Temple University,Temple University,Temple University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
475,Constraint Acquisition with Recommendation Queries,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,University of Montpellier,,,,,,,,,,,,,,,,,,10.0,0.0
476,Approximate Probabilistic Inference with Bounded Error for Hybrid Probabilistic Logic Programming," Institute for Computing and Information Sciences, Radboud University, the Netherland"," Institute for Computing and Information Sciences, Radboud University, the Netherland",Leiden University," Institute for Computing and Information Sciences, Radboud University, the Netherland",,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
477,Towards a White Box Approach to Automated Algorithm Design,Vrije Universiteit Brussel,Vrije Universiteit Brussel,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
478,Truncating Shortest Path Search for Efficient Map-Matching,IBM Research - Brazil,"Botafogo, Rio de Janeiro, 22290-240, Brazi",IBM Research - Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
479,"Learning Multi-Modal Grounded Linguistic Semantics by Playing ""I Spy""",The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
480,A Stochastic Image Grammar for Fine-Grained 3D Scene Reconstruction ⇤,San Diego State University,Peking University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
481,Class-Wise Supervised Hashing with Label Embedding and Active Bits,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
482,Using Task Features for Zero-Shot Knowledge Transfer in Lifelong Learning,University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
483,Online Bellman Residual and Temporal Difference Algorithms with Predictive Error Guarantees,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
484,The Dependence of Effective Planning Horizon on Model Accuracy ⇤,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
485,Is Promoting Beliefs Useful to Make Them Accepted in Networks of Agents?,National Institute of Advanced Industrial Science and Technology,National Institute of Informatics,Tokyo Institute of Technology,French National Centre for Scientific Research,"UPMC Univ Paris 06, UMR 7606, LIP6, F-75005, Paris, Franc",Artois University,Artois University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
486,Unsupervised Feature Learning from Time Series,University of Technology Sydney,University of Technology Sydney," MathWorks, Beijing, Chin",Chinese Academy of Sciences,Chinese Academy of Sciences,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
487,A Unified Framework for Discrete Spectral Clustering,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Queensland,University of Electronic Science and Technology of China,University of Queensland,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
488,Active Inference for Dynamic Bayesian Networks,Illinois Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
489,Action Selection Methods for Multi-Agent Navigation in Crowded Environments,University of Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
490,Transfer Learning for Multiagent Reinforcement Learning Systems ⇤,Universidade de São Paulo,Universidade de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
491,Eliminating Disjunctions in Answer Set Programming by Restricted Unfolding,University of Science and Technology of China,Sun Yat-sen University,Griffith University,Griffith University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
492,Constraint Answer Set Programming versus Satisfiability Modulo Theories ⇤,University of Nebraska at Omaha,University of Nebraska at Omaha,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
493,Improving Top-N Recommendation with Heterogeneous Loss,Temple University,Temple University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
494,Structural Symmetries for Fully Observable Nondeterministic Planning,University of Freiburg,University of Basel,IBM Watson Health Israe,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
495,Semi-Supervised Multimodal Deep Learning for RGB-D Object Recognition,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,,,,,,9.0,0.0
496,Controlling Growing Tasks with Heterogeneous Agents,University of Minnesota,University of Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
497,Core-Selecting Payment Rules for Combinatorial Auctions with Uncertain Availability of Goods,University of Zurich,University of Zurich,University of Zurich,University of Zurich,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
498,Efficiently Finding Conceptual Clustering Models with Integer Linear Programming,Université de Caen Normandie,Université de Caen Normandie,Université de Caen Normandie,Université de Caen Normandie,University of Oran,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
499,A Generative Model for Recognizing Mixed Group Activities in Still Images,Beijing Institute of Technology,University of Technology Sydney,Beijing Institute of Technology,University of Technology Sydney,Beijing Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
500,Video-Based Person Re-Identification by Simultaneously Learning Intra-Video and Inter-Video Distance Metrics,Wuhan University,Henan University,Wuhan University,Nanjing University of Posts and Telecommunications,Wuhan University,Nanjing University of Posts and Telecommunications,Wuhan University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
501,A Self-Representation Induced Classifier,Tianjin University,Hong Kong Polytechnic University,Harbin Institute of Technology,Xidian University,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
502,Improved Heuristic and Tie-Breaking for Optimally Solving Sokoban,Federal University of Rio Grande do Sul,University of Alberta,University of Alberta,Federal University of Rio Grande do Sul,Federal University of Rio Grande do Sul,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
503,Optimizing Molecular Cloning of Multiple Plasmids ⇤,Worcester Polytechnic Institute,University of Massachusetts Chan Medical School,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
504,Reinforcement Learning for Turn-Taking Management in Incremental Spoken Dialogue Systems,"Orange Labs, CERI-LI","Orange Labs, Châtillon, Franc",Laboratoire Informatique d'Avignon,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
505,Building Joint Spaces for Relation Extraction,"Bridgewater Associates 20 Westport Road, Wilton Connecticut, USA","Yahoo Labs 229 West 43rd Street, New York New York, USA, 1003","81 Cobb Road, Mountain Lakes New Jersey, USA, 0704",,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
506,Computing Pareto Optimal Committees,Data61,Paris Dauphine University,Paris Dauphine University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
507,Program Chair,Pennsylvania State University,Indian Institute of Technology Delhi,University of Toronto,Indian Institute of Technology Patna,Carlos III University of Madrid,California State University Los Angeles,Ames Research Center,Thomas Eiter (Vienna University of Technolog,École Polytechnique Fédérale de Lausanne,University of Basel,Microsoft Research (India),University of Southern California,University of British Columbia,Hong Kong University of Science and Technology,University of Toronto,University of Michigan–Ann Arbor,University of Mannheim,Virginia Tech,Francesca Rossi (University of Padova and Harvard University) Bart Selman ,Cornell University,The University of Texas at Austin,University of Southern California,National University of Singapore,Carnegie Mellon University,Data61,Hong Kong University of Science and Technology,University of Massachusetts Amherst,24.0,1.0
508,What Is Where: Inferring Containment Relations from Videos,Beijing Institute of Technology,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
509,Object-Based World Modeling in Semi-Static Environments with Dependent Dirichlet Process Mixtures,Brown University,"MIT Computer Science and Artificial Intelligence Laboratory Cambridge, MA 02139, US",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
510,Markov Chain Analysis of Noise and Restart in Stochastic Local Search,Carnegie Mellon University,Stanford University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
511,Efficient Resource Allocation for Protecting Coral Reef Ecosystems,University of Victoria,University of Chinese Academy of Sciences,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
512,Crowdsourcing via Tensor Augmentation and Completion,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
513,A SAT-Based Approach for Mining Association Rules,Artois University,Artois University,Artois University,Artois University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
514,BiPOCL: A Discourse-Driven Story Planner For Procedural Narrative Generation (Extended Abstract) ⇤,North Carolina State University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
515,Modelling Satisfiability Problems Theory and Practice,UNSW Sydney,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
516,Efficient Sequential Model-Based Fault-Localization with Partial Diagnoses,University of Klagenfurt,TU Dortmund University,TU Dortmund University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
517,"Forgetting Concept and Role Symbols in ALCOIHµ + (O, u)-Ontologies",University of Manchester,University of Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
518,Chinese Song Iambics Generation with Neural Attention-Based Model,Tsinghua University,Beijing University of Posts and Telecommunications,Tsinghua University," Huilan Limited, Beijing, Chin",Tsinghua University,University of Science and Technology Beijing,Tsinghua University,,,,,,,,,,,,,,,,,,,,,3.0,1.0
519,Implementation of Learning-Based Dynamic Demand Response on a Campus Micro-Grid ⇤,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
520,Demo: Assisting Visually Impaired People Navigate Indoors ⇤,City University of New York,City College of New York,"Visibility Metrics Chappaqua, N",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
521,Misrepresentation in District Voting,Microsoft Research (United Kingdom),University of Toronto,Hebrew University of Jerusalem,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
522,Towards Convolutional Neural Networks Compression via Global Error Reconstruction,Xiamen University,Xiamen University,Xiamen University,Xiamen University,Techniques of Informatics and Microelectronics for Integrated Systems Architecture,Xian Institute of Optics and Precision Mechanics,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
523,Multiple Kernel Clustering with Local Kernel Alignment Maximization,National University of Defense Technology,National University of Defense Technology,University of Wollongong,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
524,Empirical Risk Minimization for Metric Learning Using Privileged Information,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
525,Self-Adapted Multi-Task Clustering,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
526,Effective Planning with More Expressive Languages,Pompeu Fabra University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
527,Welfare Effects of Market Making in Continuous Double Auctions: Extended Abstract ⇤,Computer Science & Engineering University of Michiga,Computer Science & Engineering University of Michiga,Computer Science & Engineering University of Michiga,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
528,Commitment Semantics for Sequential Decision Making under Reward Uncertainty,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,"Quora, Inc",Agricultural Research Center,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
529,On Structural Properties of MDPs that Bound Loss Due to Shallow Planning,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
530,"Deep, Convolutional, and Recurrent Models for Human Activity Recognition Using Wearables",University of Newcastle Australia,University of Newcastle Australia,University of Newcastle Australia,Babylon Health,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
531,Automated Mechanism Design without Money via Machine Learning,Harvard University,Institute for Advanced Study,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
532,Transfer Learning with Active Queries from Source Domain ⇤,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
533,Silk: A Simulation Study of Regulating Open Normative Multiagent Systems,North Carolina State University,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
534,Efficient Local Search in Coordination Games on Graphs,Indian Institute of Technology Kanpur,University of Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
535,Proximal Gradient Temporal Difference Learning Algorithms,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
536,Precision Instrument Targeting via Image Registration for the Mars 2020 Rover,Jet Propulsion Laboratory,Jet Propulsion Laboratory,Jet Propulsion Laboratory,Jet Propulsion Laboratory,Jet Propulsion Laboratory,Jet Propulsion Laboratory,Jet Propulsion Laboratory,,,,,,,,,,,,,,,,,,,,,7.0,0.0
537,Plan Recognition as Planning Revisited,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
538,Optimal Status Enforcement in Abstract Argumentation,Helsinki Institute for Information Technology,University of Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
539,Normative Multiagent Systems: A Dynamic Generalization,Jinan University,University of Oxford,Auckland University of Technology,Jinan University,Jinan University,Griffith University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
540,Planning Under Uncertainty and Temporally Extended Goals,University of Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
541,Toward a Robust and Universal Crowd-Labeling Framework,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
542,Verifying Existence of Resource-Bounded Coalition Uniform Strategies,University of Nottingham,Utrecht University,University of Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
543,On Combining Side Information and Unlabeled Data for Heterogeneous Multi-Task Metric Learning,Nanyang Technological University,Nanyang Technological University," QCIS and FEIT, University of Technology Sydney, Australi",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
544,HC-Search for Incremental Parsing,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
545,Towards Zero Unknown Word in Neural Machine Translation,Institute of Automation,Chinese Academy of Sciences,Institute of Automation,Chinese Academy of Sciences,Institute of Automation,Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
546,Robot Scavenger Hunt: A Standardized Framework for Evaluating Intelligent Mobile Robots,The University of Texas at Austin,University of Science and Technology of China,University of Science and Technology of China,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
547,Connecting Qualitative Spatial and Temporal Representations by Propositional Closure,University of Bamberg,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
548,General Statistical Approaches to Procedural Map Generation,Drexel University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
549,Improving Model Counting by Leveraging Definability,French National Centre for Scientific Research,French National Centre for Scientific Research,French National Centre for Scientific Research,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
550,Bias in Algorithm Portfolio Performance Evaluation,University of British Columbia,University of British Columbia,University of British Columbia,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
