Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,num_academia,num_company
1294,Mastering Complex Control in MOBA Games with Deep Reinforcement Learning," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin",University of Electronic Science and Technology of China,,,,,,,,18.0,0.0
1295,Is BERT Really Robust? A Strong Baseline for Natural Language Attack on Text Classification and Entailment,Institute of Computer Science,University of Hong Kong,Institute of Computer Science," Artificial Intelligence Laboratory, MI",,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1296,Dual Adversarial Co-Learning for Multi-Domain Text Classification,Carleton University,Carleton University,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1297,On the Convergence of Model Free Learning in Mean Field Games,Paris-Est Créteil University,Princeton University,Together Enhancing Awareness Coalition,Together Enhancing Awareness Coalition,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1298,Enumerating Maximal k-Plexes with Worst-Case Time Guarantee,Xidian University,Xidian University,Xidian University,Xidian University,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1299,Learning to Communicate Implicitly by Actions,University College London,University College London,University College London,University College London,University College London,University College London, Huawei R&D U,University College London,,,,,,,,,,,,,,,,,,7.0,0.0
1300,PHASEN: A Phase-and-Harmonics-Aware Speech Enhancement Network,University of Science and Technology of China,Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,,2.0,2.0
1301,Residual Continual Learning,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1302,Fine-Grained Recognition: Accounting for Subtle Differences between Similar Classes,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,7.0,0.0
1303,FlowScope: Spotting Money Laundering Based on Graphs,Beijing University of Posts and Telecommunications,Institute of Computing Technology,University of Chinese Academy of Sciences,University of Surrey,Texas A&M University,Beijing University of Posts and Telecommunications,National University of Singapore,Citigroup,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,10.0,0.0
1304,POST: POlicy-Based Switch Tracking,University of Science and Technology of China,University of Science and Technology of China,Eyegaze (United States),University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1305,Quadruply Stochastic Gradient Method for Large Scale Nonlinear Semi-Supervised Ordinal Regression AUC Optimization,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology, JD Finance America Corporatio,Western University, JD Finance America Corporatio,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,4.0,0.0
1306,Deterministic Value-Policy Gradients,Alibaba Group (China)," IIIS, Tsinghua Universit"," IIIS, Tsinghua Universit",,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1307,Understanding Medical Conversations with Scattered Keyword Attention and Weak Supervision from Responses,Harbin Institute of Technology,University of Washington," Tencent AI Lab, Shenzhen, Chin",Harbin Institute of Technology," Tencent AI Lab, Shenzhen, Chin",Harbin Institute of Technology," Tencent AI Lab, Shenzhen, Chin",,,,,,,,,,,,,,,,,,,3.0,3.0
1308,Task-Oriented Dialog Systems That Consider Multiple Appropriate Responses under the Same Context,Tsinghua University,Tsinghua University,"University of California, Davis","University of California, Davis",,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1309,Adversarial Localized Energy Network for Structured Prediction,Baidu (China),University of Technology Sydney,University of Technology Sydney,University of Iowa,University of Iowa,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,5.0,1.0
1310,SADA: Semantic Adversarial Diagnostic Attacks for Autonomous Applications,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1311,Universal-RCNN: Universal Object Detector via Transferable Graph R-CNN, Huawei Noah's Ark La,South China University of Technology,Sun Yat-sen University,South China University of Technology, Huawei Noah's Ark La,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1312,Deciding Acceptance in Incomplete Argumentation Frameworks,University of Helsinki,Heinrich Heine University Düsseldorf,University of Helsinki,Heinrich Heine University Düsseldorf,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1313,M-NAS: Meta Neural Architecture Search,Institute of Automation,University of Chinese Academy of Sciences, Tencent AI Lab,Chinese University of Hong Kong,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,,,,,,6.0,0.0
1314,EFANet: Exchangeable Feature Alignment Network for Arbitrary Style Transfer,Shenzhen University,Shenzhen University,Shenzhen University,University of Guelph,Shenzhen University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1315,Forgetting an Argument,Leipzig University,King's College London,King's College London,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1316,Tensor Completion for Weakly-Dependent Data on Graph for Metro Passenger Flow Prediction,Arizona State University,Tsinghua University,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1317,Maximum Likelihood Embedding of Logistic Random Dot Product Graphs,Broad Institute,Massachusetts Institute of Technology,"University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1318,Parallel AND/OR Search for Marginal MAP,IBM Research - Ireland,University College Dublin,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1319,Fastened CROWN: Tightened Neural Network Robustness Certificates,Chinese University of Hong Kong,Massachusetts Institute of Technology,"University of California, San Diego",University of Hong Kong,Chinese University of Hong Kong,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,6.0,0.0
1320,Global Context-Aware Progressive Aggregation Network for Salient Object Detection,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Beijing Jiaotong University,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,7.0,0.0
1321,On the Learning Property of Logistic and Softmax Losses for Deep Neural Networks,Wayne State University,Wayne State University,Wayne State University,Wayne State University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1322,Doctor2Vec: Dynamic Doctor Representation Learning for Clinical Trial Recruitment,IQVIA (United States),Georgia Institute of Technology,IQVIA (United States),IQVIA (United States),IQVIA (United States),Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,2.0,4.0
1323,Regularized Fine-Grained Meta Face Anti-Spoofing,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1324,Mining on Heterogeneous Manifolds for Zero-Shot Cross-Modal Image Retrieval,The University of Tokyo,National Institute of Informatics,National Institute of Informatics,National Institute of Informatics,The University of Tokyo,National Institute of Informatics,,,,,,,,,,,,,,,,,,,,6.0,0.0
1325,Importance-Aware Semantic Segmentation in Self-Driving with Discrete Wasserstein Training,Beth Israel Deaconess Medical Center,Carnegie Mellon University,Beth Israel Deaconess Medical Center,Dalian University of Technology,"University of California, Berkeley",Carnegie Mellon University,Fudan University,Johns Hopkins University,Carnegie Mellon University,Hong Kong Polytechnic University,Beth Israel Deaconess Medical Center,,,,,,,,,,,,,,,11.0,0.0
1326,Towards Ghost-Free Shadow Removal via Dual Hierarchical Aggregation Network and Shadow Matting GAN,University of Macau,University of Macau,University of Macau,Xi'an University of Technology,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1327,Dual Relation Semi-Supervised Multi-Label Learning,Northeastern University,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1328,Modular Robot Design Synthesis with Deep Reinforcement Learning,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1329,Hearing Lips: Improving Lip Reading by Distilling Speech Recognizers,Zhejiang University,Zhejiang University,Stevens Institute of Technology,Alibaba Group (China),Alibaba Group (China),Zhejiang University,,,,,,,,,,,,,,,,,,,,4.0,2.0
1330,Semi-Supervised Text Simplification with Back-Translation and Asymmetric Denoising Autoencoders,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1331,Differentiable Grammars for Videos,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1332,Online Planner Selection with Graph Neural Networks and Adaptive Scheduling,IBM Research - China,University of Basel,Saarland University,IBM Research - China,IBM Research - China, MIT-IBM Watson AI Lab,IBM Research - China,,,,,,,,,,,,,,,,,,,1.0,3.0
1333,Rule-Guided Compositional Representation Learning on Knowledge Graphs,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Tsinghua University,Beihang University,Beihang University,Qingdao University of Science and Technology,,,,,,,,,,,,,,,,,8.0,0.0
1334,Robust Conditional GAN from Uncertainty-Aware Pairwise Comparisons,"Rutgers, The State University of New Jersey",The University of Texas at Austin,"Rutgers, The State University of New Jersey", Tencent YouTu Lab, JD Finance America Corporatio,"Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,4.0,0.0
1335,CFGNN: Cross Flow Graph Neural Networks for Question Answering on Complex Tables,Beijing Normal University,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1336,Stable Learning via Sample Reweighting,Tsinghua University,Tsinghua University,Hong Kong University of Science and Technology,Tsinghua University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1337,Grapy-ML: Graph Pyramid Mutual Learning for Cross-Dataset Human Parsing,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1338,Improved Algorithms for Conservative Exploration in Bandits,Meta (United States),Meta (United States),Meta (United States),Meta (United States),,,,,,,,,,,,,,,,,,,,,,0.0,4.0
1339,Reborn Filters: Pruning Convolutional Neural Networks with Limited Data,Peking University, SenseTime Research,Tsinghua University,University of Sydney,Peking University, SenseTime Research,Peking University,Peng Cheng Laboratory,Peking University,Tsinghua University,,,,,,,,,,,,,,,,8.0,0.0
1340,Trading Convergence Rate with Computational Budget in High Dimensional Bayesian Optimization,Deakin University,Deakin University,Deakin University,Deakin University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
1341,Communication Learning via Backpropagation in Discrete Channels with Unknown Noise,Carnegie Mellon University,National University of Singapore,University of Kentucky,Columbia University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,5.0,0.0
1342,Visual Dialogue State Tracking for Question Generation,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1343,Reinforcement-Learning Based Portfolio Management with Augmented Asset Movement Prediction States,Zhejiang University,Fudan University,University of Illinois Urbana-Champaign,IBM Research - China,IBM Research - China,Zhejiang University,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,7.0,0.0
1344,Synthesizing Action Sequences for Modifying Model Decisions,University of Wisconsin–Madison,University of Wisconsin–Madison,University of Wisconsin–Madison,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
1345,Characterizing Membership Privacy in Stochastic Gradient Langevin Dynamics,Peking University,University of Antwerp, IBM Reseach,University of Antwerp,Hong Kong University of Science and Technology,Peking University,University of Antwerp,University of Antwerp,University of Antwerp,,,,,,,,,,,,,,,,,8.0,0.0
1346,Trading-Off Static and Dynamic Regret in Online Least-Squares and Beyond *,University of Minnesota,University of Minnesota,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1347,AdaCare: Explainable Clinical Health Status Representation Learning via Scale-Adaptive Feature Extraction and Recalibration," Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, Chin",Peking University," Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, Chin",Peking University," Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, Chin",Peking University," Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, Chin",Peking University,Lancaster University,Lancaster University,Peking University Third Hospital," Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, Chin",Peking University," Key Laboratory of High Confidence Software Technologies, Ministry of Education, Beijing, Chin",Peking University,,,,,,,,,,,9.0,0.0
1348,Fine-Grained Fashion Similarity Learning by Attribute-Specific Embedding Network,Zhejiang University,Zhejiang Gongshang University,Zhejiang University,Zhejiang University,Zhejiang University,Alibaba Group (China),Alibaba Group (China),Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,7.0,2.0
