Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
117,Learngene: From Open-World to Your Learning Task,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
118,Efficient Discrete Optimal Transport Algorithm by Accelerated Gradient Descent,Stony Brook University,Dalian University of Technology,Harvard Medical School,Stony Brook University,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
119,Path-Specific Objectives for Safer Agent Incentives,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
120,Joint Human Pose Estimation and Instance Segmentation with PosePlusSeg,Anyang University,Anyang University,Anyang University,Anyang University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
121,Self-Supervised Object Localization with Joint Graph Partition,South China University of Technology,Nanyang Technological University,Nanyang Technological University,South China University of Technology,Ministry of Education,South China University of Technology,Ministry of Education,South China University of Technology,Ministry of Education,South China University of Technology,Sun Yat-sen University,,,,,,,,,,,,,,,,11.0,0.0
122,Interventional Multi-Instance Learning with Deconfounded Instance-Level Prediction,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Methods 5 JD Explore Academ,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,3.0,1.0
123,CF-DETR: Coarse-to-Fine Transformers for End-to-End Object Detection,Beijing University of Posts and Telecommunications, Huawei Noah's Ark La, Huawei Noah's Ark La,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
124,MODNet: Real-Time Trimap-Free Portrait Matting via Objective Decomposition,City University of Hong Kong, SenseTime Researc,City University of Hong Kong, SenseTime Researc, SenseTime Researc,City University of Hong Kong,,,,,,,,,,,,,,,,,,,,,3.0,0.0
125,Tractable Explanations for d-DNNF Classifiers,Université de Toulouse,Université de Toulouse,Monash University,Université Toulouse III - Paul Sabatier,Toulouse Institute of Computer Science Research,Toulouse Institute of Computer Science Research,,,,,,,,,,,,,,,,,,,,,6.0,0.0
126,Estimation of Local Average Treatment Effect by Data Combination,Keio University,Keio University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
127,Dist2Cycle: A Simplicial Neural Network for Homology Localization,University of Edinburgh,University of Oxford,University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
128,Neural Marionette: Unsupervised Learning of Motion Skeleton and Latent Dynamics from Volumetric Video,Seoul National University,Seoul National University,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
129,Deep Unsupervised Hashing with Latent Semantic Components,Shenzhen University,Shenzhen University,Shenzhen University,Shenzhen University, Tencent Data Platfor, Tencent Data Platfor,,,,,,,,,,,,,,,,,,,,,4.0,0.0
130,When Facial Expression Recognition Meets Few-Shot Learning: A Joint and Alternate Learning Framework,Xiamen University,Xiamen University,University College London,Xiamen University of Technology,Xiamen University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
131,Contact-Distil: Boosting Low Homologous Protein Contact Map Prediction by Self-Supervised Distillation,Chinese University of Hong Kong,Chinese University of Hong Kong, Shanghai Zelixir Biotec, Shanghai Zelixir Biotec,"Chinese University of Hong Kong, Shenzhen", The Future Network of Intelligence Institute (FNii,Shenzhen Research Institute of Big Data,,,,,,,,,,,,,,,,,,,,6.0,2.0
132,Knowledge Compilation Meets Logical Separability,Jinan University,Guangdong University of Education,Jinan University,Guangdong University of Education,Sun Yat-sen University,Jinan University,Guangdong University of Education,Jinan University,Sun Yat-sen University,Guilin University of Electronic Technology,Jinan University,Guangdong University of Education,Jinan University,,,,,,,,,,,,,,13.0,0.0
133,Towards Building ASR Systems for the Next Billion Users,Indian Institute of Technology Madras,University of Indianapolis,University of Indianapolis,University of Indianapolis,University of Indianapolis,University of Indianapolis," Microsoft, 4 RBCDSA",University of Indianapolis," Microsoft, 4 RBCDSA",University of Indianapolis,Indian Institute of Technology Madras,University of Indianapolis,,,,,,,,,,,,,,,10.0,0.0
134,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations," Samsung SDS, Seoul, Kore"," Clova, NAVER, Seoul, Kore"," Samsung SDS, Seoul, Kore"," Samsung SDS, Seoul, Kore",University of Seoul,Chung-Ang University,,,,,,,,,,,,,,,,,,,,,2.0,0.0
135,Learning Human Driving Behaviors with Sequential Causal Imitation Learning,Columbia University,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
136,MLink: Linking Black-Box Models for Collaborative Multi-Model Inference,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
137,ADD: Frequency Attention and Multi-View Based Knowledge Distillation to Detect Low-Quality Compressed Deepfake Images,Sungkyunkwan University,Sungkyunkwan University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
138,Max-Min Grouped Bandits,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
139,Dynamic Spatial Propagation Network for Depth Completion,Huazhong University of Science and Technology,Shenzhen Technology University,Tsinghua University,"Chinese University of Hong Kong, Shenzhen",Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
140,Why Fair Labels Can Yield Unfair Predictions: Graphical Conditions for Introduced Unfairness,The Alan Turing Institute,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
141,Learning Parameterized Task Structure for Generalization to Unseen Entities,University of Michigan–Ann Arbor, LG AI Researc,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor, LG AI Researc,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
142,Context-Aware Health Event Prediction via Transition Functions on Dynamic Disease Graphs,Stevens Institute of Technology,Stevens Institute of Technology,Stevens Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
143,Fourier Representations for Black-Box Optimization over Categorical Variables,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
144,Degrade Is Upgrade: Learning Degradation for Low-Light Image Enhancement,Wuhan University,Wuhan University,Wuhan University,University of Central Florida,Wuhan University,Wuhan Institute of Technology,National Tsing Hua University,,,,,,,,,,,,,,,,,,,,7.0,0.0
145,Comprehensive Regularization in a Bi-directional Predictive Network for Video Anomaly Detection,East China Normal University,East China Normal University,East China Normal University,National University of Singapore," Contemporary Amperex Technology Co., Limited (CATL), Fujian, Chin"," Contemporary Amperex Technology Co., Limited (CATL), Fujian, Chin",Xiamen University,Huawei Technologies (China),Huawei Technologies (China),East China Normal University,,,,,,,,,,,,,,,,,6.0,2.0
146,A Nested Bi-level Optimization Framework for Robust Few Shot Learning,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
147,Learning Universal Adversarial Perturbation by Adversarial Example,Xidian University,Xidian University,Xidian University,Xidian University,University of Pittsburgh,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
148,Dynamic Key-Value Memory Enhanced Multi-Step Graph Reasoning for Knowledge-Based Visual Question Answering,KU Leuven,KU Leuven,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
149,Hyperbolic Disentangled Representation for Fine-Grained Aspect Extraction,Academia Sinica,Academia Sinica,Academia Sinica,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
150,Self-Labeling Framework for Novel Category Discovery over Domains,The University of Tokyo,The University of Tokyo," NTT Corporation, Japa"," NTT Corporation, Japa",The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
151,Random Tensor Theory for Tensor Decomposition,CEA LIST,Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,CEA LIST,Laboratoire de Physique des 2 Infinis Irène Joliot-Curie,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
152,Detailed Facial Geometry Recovery from Multi-View Images by Learning an Implicit Function,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Ministry of Education of the People's Republic of China,Nanjing University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
153,Differential Assessment of Black-Box AI Agents,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
154,Linearity-Aware Subspace Clustering,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Portland Cement Association,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
155,Separated Contrastive Learning for Organ-at-Risk and Gross-Tumor-Volume Segmentation with Limited Annotation,Xiamen University,Hong Kong University of Science and Technology,Peking University,Hong Kong Polytechnic University,Xiamen University," Manteia Technologies Co.,Lt",,,,,,,,,,,,,,,,,,,,,5.0,1.0
156,From Fully Trained to Fully Random Embeddings: Improving Neural Machine Translation with Compact Word Embedding Tables,Thomson Reuters (United States),Amazon (United States),McGill University,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
157,Contrast and Generation Make BART a Good Dialogue Emotion Recognizer,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Peng Cheng Laboratory,Fudan University,,,,,,,,,,,,,,,,,,,,7.0,0.0
158,When Shift Operation Meets Vision Transformer: An Extremely Simple Alternative to Attention Mechanism,University of Science and Technology of China,University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,,2.0,3.0
159,Neural Networks Classify through the Class-Wise Means of Their Representations,Hôpital Ambroise-Paré,CEA LIST,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
160,Deformable Graph Convolutional Networks,Korea University,Korea University,Korea University,Korea University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
161,Learning Temporally and Semantically Consistent Unpaired Video-to-video Translation Through Pseudo-Supervision From Synthetic Optical Flow,Boston University," Honda Research Institute USA, Inc"," Honda Research Institute USA, Inc","Honda Research Institute USA, Inc",,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
162,Online-Updated High-Order Collaborative Networks for Single Image Deraining,Hong Kong Polytechnic University,Nanjing University of Science and Technology,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
163,Style-Guided and Disentangled Representation for Robust Image-to-Image Translation,Inha University,Inha University,Inha University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
164,Unifying Model Explainability and Robustness for Joint Text Classification and Rationale Extraction,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Peng Cheng Laboratory,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,,,,,,,,,,,,,,,,,,,,1.0,0.0
165,SpreadGNN: Decentralized Multi-Task Federated Learning for Graph Neural Networks on Molecular Data,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
166,Tailor Versatile Multi-Modal Learning for Multi-Label Emotion Recognition,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
167,An Adversarial Framework for Generating Unseen Images by Activation Maximization," MIT-IBM Watson AI Lab, Cambridge, MA, US",Yield10 Bioscience (United States)," MIT-IBM Watson AI Lab, Cambridge, MA, US"," MIT-IBM Watson AI Lab, Cambridge, MA, US","University of California, Santa Barbara",,,,,,,,,,,,,,,,,,,,,,1.0,1.0
168,PageRank for Edges: Axiomatic Characterization,University of Warsaw,University of Warsaw,University of Warsaw,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
169,Graph-Based Point Tracker for 3D Object Tracking in Point Clouds,Yonsei University,Yonsei University,Yonsei University,Yonsei University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
170,Deep Graph Clustering via Dual Correlation Reduction,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,National University of Defense Technology,,,,,,,,,,,,,,,,,,,,7.0,0.0
171,Transferring the Contamination Factor between Anomaly Detection Domains by Shape Similarity,KU Leuven,KU Leuven,KU Leuven,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
172,Anytime Guarantees under Heavy-Tailed Data,Osaka University,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
173,Zero-Shot Commonsense Question Answering with Cloze Translation and Consistency Optimization,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
174,"Fortunately, Discourse Markers Can Enhance Language Models for Sentiment Analysis",IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,,,,,,,,,,,,6.0,0.0
175,Graph Structure Learning with Variational Information Bottleneck,Beihang University,Macquarie University,University of Illinois at Chicago,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
176,Transformer with Memory Replay,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
177,Semantic-Aware Representation Blending for Multi-Label Image Recognition with Partial Labels,Sun Yat-sen University,Guangdong University of Technology,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
