Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,num_academia,num_company
814,Mighty Thymio for University-Level Educational Robotics *,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,Carnegie Mellon University Qatar,Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,,,,,,,,,4.0,0.0
815,OptionGAN: Learning Joint Reward-Policy Options Using Generative Adversarial Inverse Reinforcement Learning,McGill University,McGill University,McGill University,McGill University,McGill University,McGill University,,,,,,,,,,,,,,6.0,0.0
816,Automatic Model Selection in Subspace Clustering via Triplet Relationships,Nankai University,Nankai University,Nankai University,University of Bath,Nankai University,,,,,,,,,,,,,,,5.0,0.0
817,Video-Based Sign Language Recognition without Temporal Segmentation,Emisphere Technologies (United States),University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,1.0,1.0
818,A Unified Implicit Dialog Framework for Conversational Commerce,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,5.0,0.0
819,Learning with Incomplete Labels,Zhejiang University,University of Science and Technology of China,Zhejiang University,,,,,,,,,,,,,,,,,3.0,0.0
820,Constructing Domain-Specific Search Engines with No Programming,"Information Sciences Institute USC Viterbi School of Engineering 4676 Admiralty Way 1001 Marina Del Rey, California 9029","Information Sciences Institute USC Viterbi School of Engineering 4676 Admiralty Way 1001 Marina Del Rey, California 9029",,,,,,,,,,,,,,,,,,2.0,0.0
821,A Batch Learning Framework for Scalable Personalized Ranking,Information Sciences Institute & Department of Computer Science University of Southern Californi,Information Sciences Institute & Department of Computer Science University of Southern Californi,,,,,,,,,,,,,,,,,,2.0,0.0
822,Training CNNs with Normalized Kernels,Tohoku University,Tohoku University,Bank of Japan,,,,,,,,,,,,,,,,,2.0,0.0
823,Sublinear Search Spaces for Shortest Path Planning in Grid and Road Networks,University of Würzburg,University of Stuttgart,University of Würzburg,,,,,,,,,,,,,,,,,3.0,0.0
824,Semantic Understanding for Contextual In-Video Advertising,Delhi Technological University,IBM Research - India,IBM Research - India,IBM Research - India,,,,,,,,,,,,,,,,4.0,0.0
825,Classical Planning in Deep Latent Space: Bridging the Subsymbolic-Symbolic Boundary,Graduate School of Arts and Sciences The University of Toky,Graduate School of Arts and Sciences The University of Toky,,,,,,,,,,,,,,,,,,2.0,0.0
826,Predictive Coding Machine for Compressed Sensing and Image Denoising,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,4.0,0.0
827,Label Distribution Learning by Exploiting Sample Correlations Locally,Nanjing University of Science and Technology,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,,2.0,0.0
828,CMCGAN: A Uniform Framework for Cross-Modal Visual-Audio Mutual Generation,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),China Aerospace Science and Industry Corporation (China),Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,,,,,,,,,,,,4.0,0.0
829,Generative Adversarial Networks and Probabilistic Graph Models for Hyperspectral Image Classification,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,,,,,2.0,0.0
830,Cognition-Cognizant Sentiment Analysis with Multitask Subjectivity Summarization Based on Annotators' Gaze Behavior,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,IBM Research - China,,,,,,,,,,,,,,,5.0,0.0
831,Learning Feature Representations for Keyphrase Extraction,University of North Texas,University of North Texas,,,,,,,,,,,,,,,,,,2.0,0.0
832,"Learning Nonlinear Dynamics in Efficient, Balanced Spiking Networks Using Local Plasticity Rules",École Normale Supérieure - PSL,Champalimaud Foundation,École Normale Supérieure de Lyon,,,,,,,,,,,,,,,,,3.0,0.0
833,Learning Fast and Slow: Levels of Learning in General Autonomous Intelligent Agents,University of Michigan–Ann Arbor,Palo Alto Research Center,,,,,,,,,,,,,,,,,,2.0,0.0
834,"Comparing Reward Shaping, Visual Hints, and Curriculum Learning",Oregon State University,University of Pennsylvania,United States Naval Research Laboratory,United States Naval Research Laboratory,,,,,,,,,,,,,,,,4.0,0.0
835,BaitBuster: A Clickbait Identification Framework,He University,He University,He University,,,,,,,,,,,,,,,,,3.0,0.0
836,Label Distribution Learning by Optimal Transport *,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,2.0,0.0
837,Context-Aware Symptom Checking for Disease Diagnosis Using Hierarchical Reinforcement Learning,HTC Research & Healthcare haochen,HTC Research & Healthcare tkevi,HTC Research & Healthcare edwar,,,,,,,,,,,,,,,,,0.0,3.0
838,Agent Assist: Automating Enterprise IT Support Help Desks, IBM Reseach A, IBM Reseach A, IBM Reseach A, IBM Reseach A, IBM Reseach A, IBM Reseach A, IBM Reseach A, IBM Global Business Service, IBM Global Business Service, IBM Global Business Service,,,,,,,,,,10.0,0.0
839,Dialogue Act Sequence Labeling Using Hierarchical Encoder with CRF,IBM Research - India,IBM Research - India,IBM Research - India,IBM Research - India,,,,,,,,,,,,,,,,4.0,0.0
840,Introducing AI to Undergraduate Students via Computer Vision Projects,Arkansas Tech University,Arkansas Tech University,Arkansas Tech University,Arkansas Tech University,Arkansas Tech University,,,,,,,,,,,,,,,5.0,0.0
841,Efficient K-Shot Learning with Regularized Deep Networks,Carnegie Mellon University,Meta (United States),Michigan State University,Carnegie Mellon University,,,,,,,,,,,,,,,,3.0,1.0
842,Extremely Low Bit Neural Network: Squeeze the Last Bit Out with ADMM,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,0.0,5.0
843,Curve-Structure Segmentation from Depth Maps: A CNN-Based Approach and Its Application to Exploring Cultural Heritage Objects,University of South Carolina,University of South Carolina,University of South Carolina,University of South Carolina,University of South Carolina,University of South Carolina,Tianjin University,University of South Carolina,,,,,,,,,,,,8.0,0.0
844,Multi-Step Time Series Generator for Molecular Dynamics,Keio University,Keio University,Keio University,,,,,,,,,,,,,,,,,3.0,0.0
845,Complexity of Verification in Incomplete Argumentation Frameworks,Heinrich Heine University Düsseldorf,Heinrich Heine University Düsseldorf,Heinrich Heine University Düsseldorf,Heinrich Heine University Düsseldorf,,,,,,,,,,,,,,,,4.0,0.0
846,Parallel Algorithms for Operations on Multi-Valued Decision Diagrams,Cornell University,Nice Sophia Antipolis University,,,,,,,,,,,,,,,,,,1.0,0.0
847,Exploring the Use of Shatter for AllSAT Through Ramsey-Type Problems,Rochester Institute of Technology,,,,,,,,,,,,,,,,,,,1.0,0.0
848,Unsupervised Articulated Skeleton Extraction from Point Set Sequences Captured by a Single Depth Camera,Nanyang Technological University,Nanjing Normal University,Singapore University of Technology and Design,University of Houston,Zhejiang University,,,,,,,,,,,,,,,5.0,0.0
849,Spatio-Temporal Graph Convolution for Skeleton Based Action Recognition,Nanjing University of Science and Technology,Southeast University,,,,,,,,,,,,,,,,,,2.0,0.0
850,Glass-Box Program Synthesis: A Machine Learning Approach,University of Minnesota,"Microsoft Research, New Englan",,,,,,,,,,,,,,,,,,1.0,0.0
851,PAC Reinforcement Learning with an Imperfect Model,"Microsoft Research New York, NY 1001",,,,,,,,,,,,,,,,,,,1.0,0.0
852,Anchors: High-Precision Model-Agnostic Explanations,University of Washington,"University of California, Irvine",University of Washington,,,,,,,,,,,,,,,,,3.0,0.0
853,Label Space Driven Heterogeneous Transfer Learning with Web Induced Alignment,Indian Institute of Technology Ropar,,,,,,,,,,,,,,,,,,,1.0,0.0
854,Targeted Aspect-Based Sentiment Analysis via Embedding Commonsense Knowledge into an Attentive LSTM,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,3.0,0.0
855,Preliminary Results on Exploration-Driven Satisfiability Solving,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,3.0,0.0
856,Explicit Reasoning over End-to-End Neural Architectures for Visual Question Answering,University of the State of Amazonas,University of the State of Amazonas,University of the State of Amazonas,,,,,,,,,,,,,,,,,3.0,0.0
857,Learning to Generalize: Meta-Learning for Domain Generalization,Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,University of Edinburgh,,,,,,,,,,,,,,,,4.0,0.0
858,DF 2 Net: A Discriminative Feature Learning and Fusion Network for RGB-D Indoor Scene Classification,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences, Tencent Wechat A,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,6.0,0.0
859,"Towards Neural Speaker Modeling in Multi-Party Conversation: The Task, Dataset, and Models",Peking University,ETH Zurich,Peking University,University of Waterloo,Peking University,,,,,,,,,,,,,,,5.0,0.0
860,AdaComp: Adaptive Residual Gradient Compression for Data-Parallel Distributed Training,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,6.0,0.0
861,Predicting Vehicular Travel Times by Modeling Heterogeneous Influences between Arterial Roads,"TCS Research, IIT -Madras Research Park Chennai 600113, INDI","TCS Research, IIT -Madras Research Park Chennai 600113, INDI","TCS Research, IIT -Madras Research Park Chennai 600113, INDI",Pennsylvania State University,,,,,,,,,,,,,,,,1.0,3.0
862,Unified Locally Linear Classifiers with Diversity-Promoting Anchor Points,Zhejiang University,Singapore Management University,Zhejiang University,Zhejiang University,South China University of Technology,Zhejiang University,Zhejiang University,Singapore Management University,,,,,,,,,,,,8.0,0.0
863,Efficient Multi-Dimensional Tensor Sparse Coding Using t-Linear Combination,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Columbia University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,5.0,0.0
864,SenticNet 5: Discovering Conceptual Primitives for Sentiment Analysis by Means of Context Embeddings,Institute of High Performance Computing,Institute of High Performance Computing,Institute of High Performance Computing,Institute of High Performance Computing,,,,,,,,,,,,,,,,4.0,0.0
865,On the Relationship Between State-Dependent Action Costs and Conditional Effects in Planning,University of Freiburg,University of Freiburg,,,,,,,,,,,,,,,,,,2.0,0.0
866,Deconvolutional Latent-Variable Model for Text Sequence Matching,Duke University,Duke University,Duke University,Duke University,Duke University,,,,,,,,,,,,,,,5.0,0.0
867,The Shape of Art History in the Eyes of the Machine,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",College of Charleston,,,,,,,,,,,,,,,5.0,0.0
868,CD-CNN: A Partially Supervised Cross-Domain Deep Learning Model for Urban Resident Recognition,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,6.0,0.0
869,τ -FPL: Tolerance-Constrained Learning in Linear Time,East China Normal University,Alibaba Group (China),East China Normal University,East China Normal University,IBM Research - China,Georgia Institute of Technology,,,,,,,,,,,,,,5.0,1.0
870,Cross Temporal Recurrent Networks for Ranking Question Answer Pairs,Institute for Infocomm Research,Nanyang Technological University,,,,,,,,,,,,,,,,,,2.0,0.0
871,Dependence in Propositional Logic: Formula-Formula Dependence and Formula Forgetting -Application to Belief Update and Conservative Extension,Jinan University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Jinan University,,,,,,,,,,,,,,,5.0,0.0
872,Recognizing and Justifying Text Entailment through Distributional Navigation on Definition Graphs,University of Passau,University of Manchester,University of Passau,,,,,,,,,,,,,,,,,3.0,0.0
873,Generating Music Medleys via Playing Music Puzzle Games,"Research Center for Information Technology Innovation, Academia Sinica","Research Center for Information Technology Innovation, Academia Sinica",National Taiwan University,"Research Center for Information Technology Innovation, Academia Sinica",,,,,,,,,,,,,,,,4.0,0.0
874,Learning Sentiment-Specific Word Embedding via Global Sentiment Representation,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Information Engineering,,,,,,,,,,,,,,6.0,0.0
875,Early Syntactic Bootstrapping in an Incremental Memory-Limited Word Learner,Tufts University,Tufts University,,,,,,,,,,,,,,,,,,2.0,0.0
876,Unsupervised Deep Learning of Mid-Level Video Representation for Action Recognition,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,University of Rochester,Beijing Institute of Technology,,,,,,,,,,,,,,,5.0,0.0
877,Dictionary Learning Inspired Deep Network for Scene Recognition,University of Cambridge,University College London,Beijing Jiaotong University,University of Cambridge,,,,,,,,,,,,,,,,4.0,0.0
878,A Water Demand Prediction Model for Central Indiana,Indiana University – Purdue University Indianapolis,Indiana University – Purdue University Indianapolis,Indiana University – Purdue University Indianapolis,"Citizens Energy Group, Indianapolis","Citizens Energy Group, Indianapolis",,,,,,,,,,,,,,,3.0,2.0
879,Open-World Knowledge Graph Completion,University of Notre Dame,University of Notre Dame,,,,,,,,,,,,,,,,,,2.0,0.0
880,Sentient Ascend: AI-Based Massively Multivariate Conversion Rate Optimization," Sentient Technologies, Inc",The University of Texas at Austin," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc"," Sentient Technologies, Inc",,,,,,,1.0,0.0
881,PVL: A Framework for Navigating the Precision-Variety Trade-Off in Automated Animation of Smiles,Computer Science Department,Computer Science Department, Department of Psycholog, School of Statistic, Department of Otolaryngcolog,Computer Science Department,University of Minnesota,,,,,,,,,,,,,5.0,0.0
882,Cooperative Learning of Energy-Based Model and Latent Variable Model via MCMC Teaching,"University of California, Los Angeles", Hikvision Research Americ,"University of California, Los Angeles", Amazon RSML (Retail System Machine Learning) Grou,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,4.0,0.0
883,gOCCF: Graph-Theoretic One-Class Collaborative Filtering Based on Uninteresting Items,Hanyang University,Hanyang University,Pennsylvania State University,,,,,,,,,,,,,,,,,3.0,0.0
884,Deep Multi-View Spatial-Temporal Network for Taxi Demand Prediction,Pennsylvania State University,Hong Kong University of Science and Technology,Pennsylvania State University,"Yitian Jia, Siyu Lu, Pinghua Gong, Jieping Ye, Didi Chuxin",Pennsylvania State University,,,,,,,,,,,,,,,4.0,0.0
885,"Active Lifelong Learning with ""Watchdog""",Shenyang Institute of Automation,University of Chinese Academy of Sciences,Shenyang Institute of Automation,University of Arkansas at Little Rock,,,,,,,,,,,,,,,,4.0,0.0
886,Stream Reasoning in Temporal Datalog,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,5.0,0.0
887,Secure and Automated Enterprise Revenue Forecasting,Microsoft (United States),Microsoft (United States),Microsoft (United States),"Google Inc., CA, USA",Microsoft (United States),,,,,,,,,,,,,,,0.0,4.0
888,Bandit-Based Solar Panel Control,Brown University,Brown University,Brown University,Brown University,Brown University,,,,,,,,,,,,,,,5.0,0.0
889,Tool Auctions,University of Tübingen,University of Tübingen,University of Amsterdam,University of Amsterdam,University of Tübingen,,,,,,,,,,,,,,,5.0,0.0
890,R 3 : Reinforced Ranker-Reader for Open-Domain Question Answering,Singapore Management University," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US"," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US"," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US"," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US"," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US"," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US"," AI Foundations -Learning, IBM Research AI. Yorktown Heights NY, US",Jingdong (China),Singapore Management University,,,,,,,,,,2.0,1.0
891,Tracking Occluded Objects and Recovering Incomplete Trajectories by Reasoning about Containment Relations and Human Actions,Beijing Institute of Technology,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,4.0,0.0
892,Dynamic Determinantal Point Processes,IBM Research - Australia,IBM Research - Australia,Institute of Mathematics,Graduate School of Mathematics Kyushu Universit,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,,,,,,4.0,0.0
893,Generating Triples with Adversarial Networks for Scene Graph Construction,Rensselaer Polytechnic Institute,United States Air Force Research Laboratory,,,,,,,,,,,,,,,,,,2.0,0.0
894,Argument Mining for Improving the Automated Scoring of Persuasive Essays,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,,,,,2.0,0.0
895,A Semantic QA-Based Approach for Text Summarization Evaluation,University of Massachusetts Boston,University of Massachusetts Boston,University of Massachusetts Boston,University of Massachusetts Boston,,,,,,,,,,,,,,,,4.0,0.0
896,Multi-Task Medical Concept Normalization Using Multi-View Convolutional Neural Network,"University of California, San Diego",Peking University,Peking University,Oregon State University,,,,,,,,,,,,,,,,4.0,0.0
897,Decision Making Over Combinatorially-Structured Domains,Tulane University,Tulane University,,,,,,,,,,,,,,,,,,2.0,0.0
898,Training and Evaluating Improved Dependency-Based Word Embeddings,Beihang University,Beihang University,Hong Kong University of Science and Technology,Beihang University,,,,,,,,,,,,,,,,4.0,0.0
899,Action Recognition from Skeleton Data via Analogical Generalization over Qualitative Representations,Northwestern University,Northwestern University,,,,,,,,,,,,,,,,,,2.0,0.0
900,r-BTN: Cross-Domain Face Composite and Synthesis from Limited Facial Patches,University of Tennessee at Knoxville,University of Tennessee at Knoxville,University of Tennessee at Knoxville,,,,,,,,,,,,,,,,,3.0,0.0
901,A SAT+CAS Method for Enumerating Williamson Matrices of Even Order,University of Waterloo,Wilfrid Laurier University,University of Waterloo,,,,,,,,,,,,,,,,,3.0,0.0
902,Measuring Conditional Independence by Independent Residuals: Theoretical Results and Application in Causal Discovery,Fudan University,Fudan University,Tongji University,,,,,,,,,,,,,,,,,3.0,0.0
903,Load Scheduling of Simple Temporal Networks Under Dynamic Resource Pricing,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,5.0,0.0
904,ROAR: Robust Label Ranking for Social Emotion Mining,Pennsylvania State University,Pennsylvania State University,Pennsylvania State University,,,,,,,,,,,,,,,,,3.0,0.0
905,Core Dependency Networks,TU Dortmund University,TU Dortmund University,"CS Department and Centre for Cognitive Science TU Darmstadt, German",,,,,,,,,,,,,,,,,3.0,0.0
906,Novel Exploration Techniques (NETs) for Malaria Policy Interventions,University of Oxford,Jomo Kenyatta University of Agriculture and Technology,Jomo Kenyatta University of Agriculture and Technology,University of Oxford,Jomo Kenyatta University of Agriculture and Technology,,,,,,,,,,,,,,,2.0,0.0
907,Diagnosing and Improving Topic Models by Analyzing Posterior Variability,University of Colorado Boulder,University of Colorado Boulder,,,,,,,,,,,,,,,,,,2.0,0.0
908,Mesh-Based Autoencoders for Localized Deformation Component Analysis, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology,University of Chinese Academy of Sciences, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology,Cardiff University, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology,University of Chinese Academy of Sciences, Beijing Key Laboratory of Mobile Computing and Pervasive Device,Institute of Computing Technology,,,,,,,,,5.0,0.0
909,Resource-Constrained Scheduling for Maritime Traffic Management,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,3.0,0.0
910,"Towards Formal Definitions of Blameworthiness, Intention, and Moral Responsibility",Cornell University,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,2.0,0.0
911,Learning Abduction under Partial Observability,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,3.0,0.0
912,Probabilistic Ensemble of Collaborative Filters *,Alibaba Group (China),Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,1.0,1.0
913,COSINE: Community-Preserving Social Network Embedding from Information Diffusion Cascades,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,3.0,0.0
914,Knowledge Graph Embedding with Iterative Guidance from Soft Rules,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Academia Sinica,Institute of Information Engineering,University of Chinese Academy of Sciences,National Computer Network Emergency Response Technical Team/Coordination Center of Chinar,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,10.0,0.0
915,Learning the Probability of Activation in the Presence of Latent Spreaders,"CSAIL, MIT Cambridge, M","CSAIL, MIT Cambridge, M",University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,3.0,0.0
916,Unified Spectral Clustering with Optimal Graph,University of Electronic Science and Technology of China,Southern Illinois University Carbondale,University of Kentucky,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,4.0,0.0
917,Automatic Parameter Tying: A New Approach for Regularized Parameter Learning in Markov Networks,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas," Adobe Research, San Jose, C",The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,5.0,0.0
918,Overlap-Robust Decision Boundary Learning for Within-Network Classification,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,2.0,0.0
919,Learning the Joint Representation of Heterogeneous Temporal Events for Clinical Endpoint Prediction,Peking University,Peking University,Peking University,Peking University,HEC Montréal, Montreal Institute for Learning Algorithm,,,,,,,,,,,,,,5.0,0.0
920,Answering Regular Path Queries over SQ Ontologies,Cardiff University,University of Bremen,,,,,,,,,,,,,,,,,,2.0,0.0
921,Data Poisoning Attacks on Multi-Task Relationship Learning,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,5.0,0.0
922,Rocket Launching: A Universal and Efficient Framework for Training Well-Performing Light Net," Alibaba Inc, Beijing, Chin"," Alibaba Inc, Beijing, Chin",Tsinghua University," Alibaba Inc, Beijing, Chin"," Alibaba Inc, Beijing, Chin"," Alibaba Inc, Beijing, Chin",,,,,,,,,,,,,,1.0,0.0
923,Efficient Architecture Search by Network Transformation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,University College London,,,,,,,,,,,,,,,5.0,0.0
924,An E-Learning Recommender that Helps Learners Find the Right Materials,Robert Gordon University,Robert Gordon University,Robert Gordon University,,,,,,,,,,,,,,,,,3.0,0.0
925,Is a Picture Worth a Thousand Words? A Deep Multi-Modal Architecture for Product Classification in E-Commerce,Technion – Israel Institute of Technology," Walmart Labs, Sunnyvale, Californi"," Walmart Labs, Sunnyvale, Californi",Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,2.0,0.0
926,Finite Sample Analyses for TD(0) with Function Approximation,,,,,,,,,,,,,,,,,,,,0.0,0.0
927,Imitation Learning via Kernel Mean Embedding,Korea Advanced Institute of Science and Technology,Department of Computer Science and Engineering University of Minnesot,,,,,,,,,,,,,,,,,,1.0,0.0
928,Augmenting End-to-End Dialogue Systems with Commonsense Knowledge,Beijing Institute of Technology,Nanyang Technological University,Nanyang Technological University,Tsinghua University,Nanyang Technological University,Tsinghua University,,,,,,,,,,,,,,6.0,0.0
929,Unsupervised Personalized Feature Selection,Arizona State University,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,4.0,0.0
930,Scheduling in Visual Fog Computing: NP-Completeness and Practical Efficient Solutions,National Taiwan University,Intel (United States),Intel (United States),Intel (United States),,,,,,,,,,,,,,,,1.0,3.0
931,A Framework and Positive Results for IAR-Answering,Athens University of Economics and Business,Babylon Health,Athens University of Economics and Business,,,,,,,,,,,,,,,,,3.0,0.0
932,CSWA: Aggregation-Free Spatial-Temporal Community Sensing, Equal Contributio, Equal Contributio,Missouri University of Science and Technology,,,,,,,,,,,,,,,,,1.0,0.0
933,Task-Specific Representation Learning for Web-Scale Entity Disambiguation,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,5.0,0.0
934,Automated Segmentation of Overlapping Cytoplasm in Cervical Smear Images via Contour Fragments,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,4.0,0.0
935,MixedPeds: Pedestrian Detection in Unannotated Videos Using Synthetically Generated Human-Agents for Training,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,,,,,,,,,,,,,,,4.0,0.0
936,Learning Constraints from Examples,KU Leuven,University of Trento,KU Leuven,,,,,,,,,,,,,,,,,3.0,0.0
937,Unsupervised Part-Based Weighting Aggregation of Deep Convolutional Features for Image Retrieval,Institute of Automation,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,2.0,0.0
938,Merge or Not? Learning to Group Faces via Imitation Learning, SenseTime Group Limited, SenseTime Group Limited, SenseTime Group Limited,Chinese University of Hong Kong,,,,,,,,,,,,,,,,1.0,0.0
939,Engineering Pro-Sociality with Autonomous Agents,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,,,,,,,,,,,,,,,,,3.0,0.0
940,Hierarchical Attention Flow for Multiple-Choice Reading Comprehension,Microsoft Research Asia (China),Harbin Institute of Technology,Microsoft STC Asia,,,,,,,,,,,,,,,,,1.0,1.0
941,Indirect Reciprocity and Costly Assessment in Multiagent Systems,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,China Building Materials Academy,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,,,,,,,,,,,,,,,,,3.0,0.0
942,Semi-Distantly Supervised Neural Model for Generating Compact Answers to Open-Domain Why Questions,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,,,,,,,,,,,,,,6.0,0.0
943,Mobile Network Failure Event Detection and Forecasting with Multiple User Activity Data Sets,Shanghai Jiao Tong University," . NTT Communication Science Laboratories, Kyoto, Japa",Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,0.0,3.0
944,Expected Policy Gradients,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,2.0,0.0
945,Democratization of Deep Learning Using DARVIZ,IBM (United States),IBM (United States),IBM (United States),IBM (United States),Indraprastha Institute of Information Technology Delhi,IBM (United States),IBM (United States),,,,,,,,,,,,,1.0,6.0
946,Robust Stackelberg Equilibria in Extensive-Form Games and Extension to Limited Lookahead,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,3.0,0.0
947,"Water Advisor -A Data-Driven, Multi-Modal, Contextual Assistant to Help With Water Usage Decisions",IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,4.0,0.0
