Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,inst28,inst29,inst30,inst31,inst32,inst33,inst34,inst35,inst36,inst37,inst38,inst39,inst40,inst41,num_academia,num_company
0,Tensor-Variate Restricted Boltzmann Machines,Deakin University,Curtin University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
1,Active Advice Seeking for Inverse Reinforcement Learning,Indiana University,Indiana University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
2,On Computing Explanations in Argumentation,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
3,Coupled Interdependent Attribute Analysis on Mixed Data,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,UNSW Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
4,Colorization by Patch-Based Local Low-Rank Matrix Completion,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
5,COT: Contextual Operating Tensor for Context-Aware Recommender Systems,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
6,An Entorhinal-Hippocampal Model for Simultaneous Cognitive Map Building,Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,Institute for Infocomm Research,Sichuan University,Institute for Infocomm Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
7,Unsupervised Cross-Domain Transfer in Policy Gradient Reinforcement Learning via Manifold Alignment,University of Pennsylvania,University of Pennsylvania,Franklin W. Olin College of Engineering,Washington State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
8,Multi-Objective Reinforcement Learning with Continuous Pareto Frontier Approximation,Politecnico di Milano,"Piazza Leonardo da Vinci, 32, 20133, Milan, Ital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
9,Effectively Predicting Whether and When a Topic Will Become Prevalent in a Social Network,Peking University,Anhui Normal University,UNSW Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
10,Relational Stacked Denoising Autoencoder for Tag Recommendation,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
11,Non-Linear Regression for Bag-of-Words Data via Gaussian Process Latent Variable Set Model,Nara Institute of Science and Technology,National Taitung University,NTT Service Evolution Laboratories,St. Marianna University School of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
12,The Pricing War Continues: On Competitive Multi-Item Pricing,Hebrew University of Jerusalem,University of Toronto,University of Toronto,Hebrew University of Jerusalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
13,High-Performance Distributed ML at Scale through Parameter Server Consistency Models,Institute for Infocomm Research,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
14,Metric Learning Driven Multi-Task Structured Output Optimization for Robust Keypoint Tracking,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
15,Facility Location with Double-Peaked Preferences,Aarhus University,University of Hong Kong,University of Oxford,University of Warsaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
16,SCRAM: Scalable Collision-Avoiding Role Assignment with Minimal-Makespan for Formational Positioning,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
17,Designing Vaccines that are Robust to Virus Escape,Vanderbilt University,Vanderbilt University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
18,An Empirical Study on the Practical Impact of Prior Beliefs over Policy Types,University of Edinburgh,Abu Dhabi National Oil (United Arab Emirates),University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
19,An Abstract View on Modularity in Knowledge Representation,University of Nebraska at Omaha,University of Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
20,Optimal Machine Strategies to Commit to in Two-Person Repeated Games *,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
21,Maestoso: An Intelligent Educational Sketching Tool for Learning Music Theory,Texas A&M University,Vassar College,Texas A&M University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
22,A New Granger Causal Model for Influence Evolution in Dynamic Social Networks: The Case of DBLP,"Prospectus Laboratory, Department of Computer Science University of Sherbrooke, Canad","Prospectus Laboratory, Department of Computer Science University of Sherbrooke, Canad","Prospectus Laboratory, Department of Computer Science University of Sherbrooke, Canad",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
23,"On Fairness in Decision-Making under Uncertainty: Definitions, Computation, and Comparison","Computer Science and Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge, MA 0213","Computer Science and Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge, MA 0213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
24,R1SVM: A Randomised Nonlinear Approach to Large-Scale Anomaly Detection, NICTA Victoria Research Laborator,University of Melbourne, NICTA Victoria Research Laborator, NICTA Victoria Research Laborator, NICTA Victoria Research Laborator,University of Melbourne, NICTA Victoria Research Laborator,University of Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
25,Improving Approximate Value Iteration with Complex Returns by Bounding,Binghamton University,University of Rome Tor Vergata,Binghamton University,United States Air Force Research Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
26,Incremental Update of Datalog Materialisation: The Backward/Forward Algorithm,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
27,Language Independent Feature Extractor,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
28,Stochastic Local Search for Satisfiability Modulo Theories,Johannes Kepler University of Linz,Johannes Kepler University of Linz,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
29,PD Disease State Assessment in Naturalistic Environments Using Deep Learning,University of Newcastle Australia,"Health Education North East, U",Keele University,University of Newcastle Australia,Northumbria Healthcare NHS Foundation Trust,University of Newcastle Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
30,Graph-Sparse LDA: A Topic Model with Structured Sparsity,Harvard University,The University of Texas at Austin,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
31,Elicitation for Aggregation,Harvard University,Harvard University,Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
32,Ontology-Based Information Extraction with a Cognitive Agent,Brigham Young University,Brigham Young University,Brigham Young University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
33,Audit Games with Multiple Defender Resources,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
34,Automated Construction of Visual-Linguistic Knowledge via Concept Learning from Cartoon Videos,"School of Computer Science and Engineering & Institute for Cognitive Science Seoul National University, Seoul 151-744, Kore","School of Computer Science and Engineering & Institute for Cognitive Science Seoul National University, Seoul 151-744, Kore","School of Computer Science and Engineering & Institute for Cognitive Science Seoul National University, Seoul 151-744, Kore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
35,Lazier Than Lazy Greedy,ETH Zurich,Google (United States),Yale University,IBM Research - Almaden,ETH Zurich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
36,On the Convergence of Iterative Voting: How Restrictive Should Restricted Dynamics Be?,National Technical University of Athens,Tel Aviv University,Athens University of Economics and Business,University of Southampton,Mobileye Vision Technologies Ltd. Israe,University of Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
37,Cooperating with Unknown Teammates in Complex Domains: A Robot Soccer Case Study of Ad Hoc Teamwork,"Kiva Systems North Reading, MA 01864 US",The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
38,A Stackelberg Game Approach for Incentivizing Participation in Online Educational Forums with Heterogeneous Student Population,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
39,Do Capacity Constraints Constrain Coalitions? *,Tel Aviv University,Tel Aviv University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
40,Solving Uncertain MDPs with Objectives that Are Separable over Instantiations of Model Uncertainty,Massachusetts Institute of Technology,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
41,Predicting the Demographics of Twitter Users from Website Traffic Data,Illinois Institute of Technology,Illinois Institute of Technology,Illinois Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
42,Learning to Describe Video with Weak Supervision by Exploiting Negative Sentential Information,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
43,The Boundary Forest Algorithm for Online Supervised and Unsupervised Learning,Walt Disney (United States),Wentworth Institute of Technology,Boston College,Walt Disney (United States),Walt Disney (United States),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0
44,Uniform Interpolation and Forgetting for ALC Ontologies with ABoxes,University of Manchester,University of Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
45,Egalitarian Collective Decision Making under Qualitative Possibilistic Uncertainty: Principles and Characterization,Institut Supérieur de Gestion de Tunis,Institut Supérieur de Gestion de Tunis,University of Toulouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
46,Time-Varying Clusters in Large-Scale Flow Cytometry,University of Washington,University of Washington,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
47,Support Consistency of Direct Sparse-Change Learning in Markov Networks,Tokyo Institute of Technology,Tokyo Institute of Technology,The University of Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
48,Query Abduction for ELH ⊥ Ontologies,Griffith University,Griffith University,Griffith University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
49,Projection in the Epistemic Situation Calculus with Belief Conditionals,RWTH Aachen University,RWTH Aachen University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
50,A Goal-Based Model of Personality for Planning-Based Narrative Generation,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
51,Explaining Watson: Polymath Style,University of North Carolina at Chapel Hill,Indiana University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
52,Action Language BC+: Preliminary Report,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
53,UT Austin Villa 2014: RoboCup 3D Simulation League Champion via Overlapping Layered Learning,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
54,Time-Sensitive Opinion Mining for Prediction,University of Hong Kong,University of Hong Kong,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
55,Multi-Tensor Completion with Common Structures,Harbin Engineering University,RIKEN Center for Brain Science,RIKEN Center for Brain Science,RIKEN Center for Brain Science,Systems Research Institute,Harbin Engineering University,RIKEN Center for Brain Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
56,On Vectorization of Deep Convolutional Neural Networks for Vision Tasks,Novo Holdings (Denmark),Novo Holdings (Denmark),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
57,Combining Compact Representation and Incremental Generation in Large Games with Sequential Strategies,Technical University of Munich,Aarhus University,Trinity University,University of Southern California,The University of Texas at El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
58,Are Features Equally Representative? A Feature-Centric Recommendation,Zhejiang University,Simon Fraser University,Simon Fraser University,Singapore Management University,City University of Hong Kong,Zhejiang University,University of Illinois Urbana-Champaign,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0
59,Inference Graphs: Combining Natural Deduction and Subsumption Inference in a Concurrent Reasoner, Department of Biomedical Informatic,"University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
60,Approximating Model-Based ABox Revision in DL-Lite: Theory and Practice,Southeast University,Nanjing University,Griffith University,Griffith University,Griffith University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
61,Strategy-Proof and Efficient Kidney Exchange Using a Credit Mechanism,Bar-Ilan University,Carnegie Mellon University,Bar-Ilan University,Carnegie Mellon University,Bar-Ilan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
62,Collaborative Filtering with Localised Ranking,Institut Mines-Télécom,University of Lille,Inria research centre Lille - Nord Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
63,Person Identification Using Anthropometric and Gait Data from Kinect Sensor,Universidade Federal de Pelotas,Universidade Federal de Pelotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
64,Large Margin Metric Learning for Multi-label Prediction,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
65,SKILL: A System for Skill Identification and Normalization,"5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US","5550-A Peachtree Parkway, Norcross, GA 30092, US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
66,Approximately Optimal Risk-Averse Routing Policies via Adaptive Discretization,Electrical Engineering and Computer Science Northwestern Universit,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
67,Integrating Image Clustering and Codebook Learning,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
68,Instance-Driven Ontology Evolution in DL-Lite,Griffith University,Southeast University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
69,Toward Mobile Robots Reasoning Like Humans,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,"General Dynamics Robotic Systems, Westminster, MD 2115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0
70,Causal Inference via Sparse Additive Models with Application to Online Advertising,Purdue University West Lafayette,Yahoo (United States),Yahoo (United States),Yahoo (United States),Yahoo (United States),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0
71,Leveraging Social Foci for Information Seeking in Social Media,Arizona State University,Arizona State University,Arizona State University,University of Illinois Urbana-Champaign,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
72,Efficient Top-k Shortest-Path Distance Queries on Large Networks by Pruned Landmark Labeling,The University of Tokyo,Kyoto University,National Institute of Informatics,"kPreferred Infrastructure, Inc., 113-0033, Tokyo, Japa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
73,Generating Event Causality Hypotheses through Semantic Relations,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
74,Stable Feature Selection from Brain sMRI,Peking University,Capital Medical University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
75,The Dynamic Chinese Restaurant Process via Birth and Death Processes,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
76,Spectral Label Refinement for Noisy and Missing Text Labels,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
77,A Probabilistic Model for Bursty Topic Discovery in Microblogs,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
78,"Fast Gradient Descent for Drifting Least Squares Regression, with Application to Bandits",University of Oxford,"INRIA Lille -Nord Europe, Team SequeL, FRANCE","INRIA Lille -Nord Europe, Team SequeL, FRANCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
79,On the Equivalence of Linear Discriminant Analysis and Least Squares,Korea Advanced Institute of Science and Technology," Samsung Electronics DMC R&D Center, Suwon, Kore",Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
80,Exploring the KD45 n Property of a Kripke Model after the Execution of an Action Sequence *,New Mexico State University,New Mexico State University,University of the State of Amazonas,University of the State of Amazonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
81,Learning Robust Locality Preserving Projection via p-Order Minimization,Colorado School of Mines,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
82,Hierarchical Monte-Carlo Planning,University of Stuttgart,University of Stuttgart,University of Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
83,Exploiting the Structure of Distributed Constraint Optimization Problems,New Mexico State University,University of Udine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
84,Massively Parallel A* Search on a GPU,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
85,Multi-Agent Team Formation: Solving Complex Problems by Aggregating Opinions,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
86,Solving Distributed Constraint Optimization Problems Using Logic Programming,New Mexico State University,New Mexico State University,New Mexico State University,New Mexico State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
87,Inferring Latent User Properties from Texts Published in Social Media,Johns Hopkins University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
88,Incentive Networks *,Tsinghua University,Microsoft Research (India),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
89,Loss-Calibrated Monte Carlo Action Selection,Data61,Data61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
90,Goal Recognition Design for Non-Optimal Agents,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
91,"Achieving Intelligence Using Prototypes, Composition, and Analogy",SRI International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
92,Local Context Sparse Coding,Georgia Institute of Technology,Georgia Institute of Technology,Amazon (United States),Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
93,Factored MCTS for Large Scale Stochastic Planning,Tufts University,Tufts University,Oregon State University,Oregon State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
94,A Faster Core Constraint Generation Algorithm for Combinatorial Auctions,Stanford University,University of Zurich,Boston University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
95,Verification of Relational Multiagent Systems with Data Types,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,"University of Genova Via Dodecaneso 35, 16146 Genova, Ital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
96,Multi-Objective MDPs with Conditional Lexicographic Reward Preferences,University of Massachusetts Amherst,University of Massachusetts Amherst,Université de Caen Normandie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
97,FutureMatch: Combining Human Value Judgments and Machine Learning to Match in Dynamic Environments,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
98,Never-Ending Learning,Carnegie Mellon University,Carnegie Mellon University,Federal University of São Carlos,Carnegie Mellon University," Alpine Data Labs, USA ",Indian Institute of Science Bangalore,Carnegie Mellon University,Pittsburgh Supercomputing Center,Carnegie Mellon University," Google Inc., US",Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University," Google Inc., US",Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Federal University of São Carlos,Indian Institute of Science Bangalore,Carnegie Mellon University," Alpine Data Labs, USA ",Pittsburgh Supercomputing Center,Federal University of São Carlos,Indian Institute of Science Bangalore," Alpine Data Labs, USA ",Pittsburgh Supercomputing Center,Franklin W. Olin College of Engineering,36.0,0.0
99,Unsupervised Word Sense Disambiguation Using Markov Random Field and Dependency Parser,"Samsung Electronics Co., Ltd. Suwon, South Kore",Indian Institute of Technology Bombay,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
100,Inferring Same-as Facts from Linked Data: An Iterative Import-by-Query Approach," Univ. Grenoble Alpes, LIG, 38000, Grenoble, Franc",Grenoble Computer Science Laboratory," Univ. Grenoble Alpes, LIG, 38000, Grenoble, Franc",Grenoble Computer Science Laboratory," Inria, 38330, Montbonnot-Saint-Martin, Franc",Institut National de l'Audiovisuel," Univ. Grenoble Alpes, LIG, 38000, Grenoble, Franc",Grenoble Computer Science Laboratory,Institut Universitaire de France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
101,A Sparse Combined Regression-Classification Formulation for Learning a Physiological Alternative to Clinical Post-Traumatic Stress Disorder Scores,Draper Laboratory,"Charles Stark Draper Laboratory Cambridge, M","Charles Stark Draper Laboratory Cambridge, M",Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
102,Nonstationary Gaussian Process Regression for Evaluating Clinical Laboratory Test Sampling Strategies,Vanderbilt University School of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
103,Swiss-System Based Cascade Ranking for Gait-Based Person Re-identification,Peking University,Peking University,Beijing Institute of Technology,Peking University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
104,Extracting Bounded-Level Modules from Deductive RDF Triplestores,"Univ. Grenoble Alpes CNRS, LIG, 38000, Grenoble, Franc",Institut Universitaire de France,University of Montpellier,"GrahpIK Team, INRIA Sophia-Antipoli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
105,Planning Over Multi-Agent Epistemic States: A Classical Planning Approach,University of Melbourne,University of Toronto,University of Melbourne,University of Toronto,University of Melbourne,University of Melbourne,University of Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0
106,Binarisation via Dualisation for Valued Constraints,Royal Holloway University of London,University of Toulouse,University of Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
107,Leveraging Features and Networks for Probabilistic Tensor Decomposition,Duke University,Duke University,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
108,A Planning-Based Assistance System for Setting Up a Home Theater,"Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German","Faculty of Engineering and Computer Science Ulm University, German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0
109,A Generalization of Sleep Sets Based on Operator Sequence Redundancy,University of Alberta,University of Freiburg,University of Basel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
110,World WordNet Database Structure: An Efficient Schema for Storing Information of WordNets of the World,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
